Month,ShortCat,Value
2023 May,Department Stores,81.5
2023 June,Motor Trades,100.6
2023 June,Food Stores,128.0
2023 June,Pharmacy & Cosmetics,156.7
2023 June,Clothing & Footwear,133.3
2023 June,Furniture & Lighting,191.3
2023 June,Electrical Goods,197.8
2023 June,Clothing & Footwear,146.7
2023 June,Bars,81.3
2023 June,Furniture & Lighting,190.7
2023 June,Hardware & DIY,153.3
2023 June,Automotive Fuel,98.4
2023 June,Department Stores,100.1
2023 June,Food Stores,132.6
2023 June,Motor Trades,135.4
2023 June,Electrical Goods,133.8
2023 June,Bars,84.0
2023 June,Automotive Fuel,97.2
2023 June,Pharmacy & Cosmetics,152.0
2023 June,Department Stores,104.6
2023 June,Hardware & DIY,189.2
2023 June,Food Stores,145.4
2023 June,Clothing & Footwear,121.0
2023 June,Pharmacy & Cosmetics,139.7
2023 June,Furniture & Lighting,162.2
2023 June,Hardware & DIY,192.7
2023 June,Motor Trades,119.1
2023 June,Food Stores,139.8
2023 June,Department Stores,92.1
2023 June,Automotive Fuel,122.8
2023 June,Electrical Goods,91.9
2023 June,Bars,101.6
2023 June,Motor Trades,158.6
2023 June,Pharmacy & Cosmetics,135.5
2023 June,Clothing & Footwear,130.8
2023 June,Electrical Goods,125.5
2023 June,Bars,99.0
2023 June,Furniture & Lighting,154.7
2023 June,Hardware & DIY,156.5
2023 June,Automotive Fuel,117.8
2023 June,Department Stores,86.2
2023 July,Clothing & Footwear,140.6
2023 July,Pharmacy & Cosmetics,138.6
2023 July,Furniture & Lighting,180.3
2023 July,Electrical Goods,171.8
2023 July,Department Stores,75.4
2023 July,Food Stores,135.0
2023 July,Hardware & DIY,143.8
2023 July,Automotive Fuel,119.9
2023 July,Hardware & DIY,148.1
2023 July,Furniture & Lighting,110.2
2023 July,Bars,96.8
2023 July,Electrical Goods,105.9
2023 July,Clothing & Footwear,120.3
2023 July,Pharmacy & Cosmetics,123.6
2023 July,Motor Trades,210.5
2023 July,Automotive Fuel,98.6
2023 July,Bars,73.4
2023 July,Department Stores,90.7
2023 July,Electrical Goods,132.9
2023 July,Pharmacy & Cosmetics,133.1
2023 July,Furniture & Lighting,155.5
2023 July,Hardware & DIY,152.8
2023 July,Automotive Fuel,118.7
2023 July,Department Stores,84.4
2023 July,Clothing & Footwear,130.4
2023 July,Food Stores,137.3
2023 July,Food Stores,125.0
2023 July,Department Stores,99.1
2023 July,Automotive Fuel,100.6
2023 July,Hardware & DIY,150.1
2023 July,Furniture & Lighting,193.1
2023 July,Motor Trades,155.9
2023 July,Motor Trades,134.5
2023 July,Bars,80.1
2023 July,Bars,98.6
2023 July,Pharmacy & Cosmetics,148.5
2023 July,Food Stores,121.8
2023 July,Clothing & Footwear,147.1
2023 July,Electrical Goods,209.4
2023 July,Motor Trades,172.9
2023 August,Automotive Fuel,134.8
2023 August,Hardware & DIY,154.8
2023 August,Furniture & Lighting,158.1
2023 August,Bars,99.5
2023 August,Electrical Goods,136.1
2023 August,Clothing & Footwear,134.4
2023 August,Pharmacy & Cosmetics,144.8
2023 August,Department Stores,88.3
2023 August,Pharmacy & Cosmetics,152.8
2023 August,Food Stores,123.8
2023 August,Department Stores,111.1
2023 August,Automotive Fuel,100.2
2023 August,Hardware & DIY,142.9
2023 August,Furniture & Lighting,206.8
2023 August,Bars,93.6
2023 August,Electrical Goods,189.4
2023 August,Clothing & Footwear,155.6
2023 August,Motor Trades,134.1
2023 August,Food Stores,141.8
2023 August,Electrical Goods,213.5
2023 August,Pharmacy & Cosmetics,140.0
2023 August,Motor Trades,161.5
2023 August,Food Stores,135.0
2023 August,Department Stores,94.4
2023 August,Automotive Fuel,129.3
2023 August,Hardware & DIY,148.7
2023 August,Motor Trades,157.7
2023 August,Furniture & Lighting,156.6
2023 August,Bars,122.4
2023 August,Electrical Goods,131.9
2023 August,Clothing & Footwear,128.6
2023 August,Clothing & Footwear,150.1
2023 August,Pharmacy & Cosmetics,161.7
2023 August,Food Stores,128.5
2023 August,Furniture & Lighting,196.7
2023 August,Bars,79.3
2023 August,Hardware & DIY,151.2
2023 August,Automotive Fuel,102.4
2023 August,Motor Trades,133.8
2023 August,Department Stores,105.2
2023 September,Hardware & DIY,163.1
2023 September,Automotive Fuel,98.4
2023 September,Department Stores,85.7
2023 September,Food Stores,122.5
2023 September,Motor Trades,115.6
2023 September,Furniture & Lighting,160.5
2023 September,Pharmacy & Cosmetics,151.8
2023 September,Clothing & Footwear,143.3
2023 September,Electrical Goods,210.7
2023 September,Bars,80.6
2023 September,Furniture & Lighting,200.5
2023 September,Hardware & DIY,151.4
2023 September,Automotive Fuel,96.8
2023 September,Department Stores,98.2
2023 September,Food Stores,127.9
2023 September,Furniture & Lighting,221.8
2023 September,Bars,89.2
2023 September,Electrical Goods,231.7
2023 September,Clothing & Footwear,119.3
2023 September,Bars,103.7
2023 September,Electrical Goods,133.4
2023 September,Clothing & Footwear,132.3
2023 September,Pharmacy & Cosmetics,136.0
2023 September,Automotive Fuel,134.5
2023 September,Pharmacy & Cosmetics,135.1
2023 September,Clothing & Footwear,105.8
2023 September,Electrical Goods,148.4
2023 September,Bars,121.7
2023 September,Furniture & Lighting,186.7
2023 September,Hardware & DIY,162.2
2023 September,Automotive Fuel,135.7
2023 September,Department Stores,74.0
2023 September,Food Stores,135.9
2023 September,Motor Trades,129.6
2023 September,Motor Trades,130.3
2023 September,Department Stores,84.0
2023 September,Food Stores,141.8
2023 September,Motor Trades,153.7
2023 September,Hardware & DIY,154.6
2023 September,Pharmacy & Cosmetics,153.1
2023 October,Pharmacy & Cosmetics,146.6
2023 October,Food Stores,141.3
2023 October,Department Stores,76.9
2023 October,Automotive Fuel,141.3
2023 October,Hardware & DIY,135.0
2023 October,Furniture & Lighting,143.9
2023 October,Electrical Goods,136.5
2023 October,Clothing & Footwear,110.5
2023 October,Motor Trades,100.7
2023 October,Bars,127.0
2023 October,Clothing & Footwear,120.9
2023 October,Food Stores,125.5
2023 October,Bars,103.4
2023 October,Furniture & Lighting,156.3
2023 October,Hardware & DIY,156.4
2023 October,Automotive Fuel,140.6
2023 October,Department Stores,84.1
2023 October,Food Stores,142.7
2023 October,Motor Trades,130.3
2023 October,Electrical Goods,136.7
2023 October,Food Stores,127.6
2023 October,Automotive Fuel,101.9
2023 October,Hardware & DIY,151.9
2023 October,Furniture & Lighting,196.3
2023 October,Bars,79.9
2023 October,Electrical Goods,217.2
2023 October,Clothing & Footwear,146.2
2023 October,Pharmacy & Cosmetics,152.4
2023 October,Department Stores,98.1
2023 October,Clothing & Footwear,131.1
2023 October,Motor Trades,154.1
2023 October,Department Stores,87.7
2023 October,Pharmacy & Cosmetics,136.8
2023 October,Automotive Fuel,100.9
2023 October,Hardware & DIY,135.5
2023 October,Furniture & Lighting,214.8
2023 October,Bars,95.0
2023 October,Electrical Goods,209.5
2023 October,Pharmacy & Cosmetics,166.6
2023 October,Motor Trades,100.9
2023 November,Clothing & Footwear,131.9
2023 November,Clothing & Footwear,164.3
2023 November,Electrical Goods,224.5
2023 November,Bars,102.2
2023 November,Furniture & Lighting,164.8
2023 November,Hardware & DIY,152.8
2023 November,Automotive Fuel,141.9
2023 November,Department Stores,104.6
2023 November,Food Stores,153.6
2023 November,Motor Trades,76.7
2023 November,Furniture & Lighting,191.1
2023 November,Hardware & DIY,150.5
2023 November,Automotive Fuel,101.0
2023 November,Department Stores,96.9
2023 November,Food Stores,128.9
2023 November,Motor Trades,134.9
2023 November,Food Stores,144.3
2023 November,Department Stores,82.6
2023 November,Automotive Fuel,135.7
2023 November,Hardware & DIY,153.3
2023 November,Furniture & Lighting,154.3
2023 November,Bars,102.7
2023 November,Pharmacy & Cosmetics,153.4
2023 November,Pharmacy & Cosmetics,135.9
2023 November,Electrical Goods,134.8
2023 November,Motor Trades,160.2
2023 November,Department Stores,121.5
2023 November,Bars,79.2
2023 November,Motor Trades,89.4
2023 November,Food Stores,133.9
2023 November,Automotive Fuel,103.3
2023 November,Pharmacy & Cosmetics,170.3
2023 November,Clothing & Footwear,175.6
2023 November,Pharmacy & Cosmetics,151.2
2023 November,Clothing & Footwear,148.4
2023 November,Electrical Goods,219.7
2023 November,Hardware & DIY,158.3
2023 November,Electrical Goods,384.5
2023 November,Bars,73.2
2023 November,Furniture & Lighting,220.2
2023 December,Furniture & Lighting,177.0
2023 December,Bars,131.6
2023 December,Electrical Goods,230.8
2023 December,Clothing & Footwear,206.6
2023 December,Electrical Goods,373.4
2023 December,Hardware & DIY,147.6
2023 December,Department Stores,171.7
2023 December,Pharmacy & Cosmetics,217.4
2023 December,Food Stores,177.8
2023 December,Motor Trades,51.0
2023 December,Clothing & Footwear,221.5
2023 December,Pharmacy & Cosmetics,210.1
2023 December,Pharmacy & Cosmetics,151.0
2023 December,Clothing & Footwear,150.7
2023 December,Electrical Goods,220.4
2023 December,Motor Trades,137.0
2023 December,Food Stores,129.3
2023 December,Department Stores,98.4
2023 December,Automotive Fuel,101.5
2023 December,Hardware & DIY,150.1
2023 December,Automotive Fuel,123.9
2023 December,Bars,102.2
2023 December,Hardware & DIY,154.8
2023 December,Furniture & Lighting,188.3
2023 December,Pharmacy & Cosmetics,136.3
2023 December,Clothing & Footwear,135.1
2023 December,Furniture & Lighting,182.8
2023 December,Electrical Goods,138.0
2023 December,Bars,105.4
2023 December,Furniture & Lighting,151.1
2023 December,Hardware & DIY,153.7
2023 December,Bars,80.9
2023 December,Department Stores,85.7
2023 December,Food Stores,145.6
2023 December,Motor Trades,163.2
2023 December,Motor Trades,66.1
2023 December,Food Stores,154.7
2023 December,Department Stores,191.5
2023 December,Automotive Fuel,101.3
2023 December,Automotive Fuel,135.3
2024 January,Pharmacy & Cosmetics,133.4
2024 January,Clothing & Footwear,140.0
2024 January,Electrical Goods,139.6
2024 January,Bars,92.9
2024 January,Furniture & Lighting,159.6
2024 January,Hardware & DIY,146.4
2024 January,Automotive Fuel,134.7
2024 January,Motor Trades,169.5
2024 January,Food Stores,144.2
2024 January,Furniture & Lighting,209.3
2024 January,Hardware & DIY,105.3
2024 January,Department Stores,72.9
2024 January,Food Stores,117.2
2024 January,Motor Trades,200.1
2024 January,Department Stores,80.0
2024 January,Automotive Fuel,96.7
2024 January,Pharmacy & Cosmetics,147.6
2024 January,Motor Trades,277.7
2024 January,Clothing & Footwear,130.7
2024 January,Electrical Goods,135.6
2024 January,Bars,59.6
2024 January,Furniture & Lighting,195.4
2024 January,Hardware & DIY,105.8
2024 January,Automotive Fuel,127.8
2024 January,Department Stores,57.9
2024 January,Food Stores,127.6
2024 January,Electrical Goods,222.7
2024 January,Bars,72.3
2024 January,Furniture & Lighting,199.7
2024 January,Hardware & DIY,140.3
2024 January,Automotive Fuel,100.6
2024 January,Pharmacy & Cosmetics,106.1
2024 January,Department Stores,94.1
2024 January,Motor Trades,141.6
2024 January,Bars,53.6
2024 January,Electrical Goods,247.8
2024 January,Clothing & Footwear,157.3
2024 January,Pharmacy & Cosmetics,125.4
2024 January,Clothing & Footwear,159.4
2024 January,Food Stores,128.0
2024 February,Motor Trades,129.1
2024 February,Food Stores,128.3
2024 February,Department Stores,87.4
2024 February,Automotive Fuel,99.9
2024 February,Hardware & DIY,153.2
2024 February,Furniture & Lighting,194.9
2024 February,Bars,80.3
2024 February,Electrical Goods,228.1
2024 February,Motor Trades,155.1
2024 February,Pharmacy & Cosmetics,124.8
2024 February,Clothing & Footwear,157.6
2024 February,Department Stores,74.8
2024 February,Automotive Fuel,133.8
2024 February,Hardware & DIY,155.4
2024 February,Furniture & Lighting,159.5
2024 February,Bars,102.9
2024 February,Electrical Goods,142.3
2024 February,Clothing & Footwear,137.0
2024 February,Pharmacy & Cosmetics,134.0
2024 February,Food Stores,144.1
2024 February,Pharmacy & Cosmetics,147.4
2024 February,Automotive Fuel,134.9
2024 February,Department Stores,52.3
2024 February,Electrical Goods,185.2
2024 February,Bars,73.8
2024 February,Furniture & Lighting,199.0
2024 February,Hardware & DIY,137.1
2024 February,Automotive Fuel,104.6
2024 February,Department Stores,64.8
2024 February,Food Stores,130.1
2024 February,Motor Trades,179.3
2024 February,Motor Trades,218.5
2024 February,Food Stores,135.9
2024 February,Clothing & Footwear,143.9
2024 February,Hardware & DIY,139.2
2024 February,Furniture & Lighting,215.8
2024 February,Bars,88.4
2024 February,Electrical Goods,112.2
2024 February,Clothing & Footwear,127.4
2024 February,Pharmacy & Cosmetics,106.0
2024 March,Furniture & Lighting,187.6
2024 March,Hardware & DIY,146.9
2024 March,Automotive Fuel,101.2
2024 March,Motor Trades,138.6
2024 March,Department Stores,101.2
2024 March,Food Stores,129.2
2024 March,Electrical Goods,220.6
2024 March,Pharmacy & Cosmetics,147.5
2024 March,Department Stores,94.5
2024 March,Automotive Fuel,100.1
2024 March,Furniture & Lighting,172.7
2024 March,Bars,67.3
2024 March,Electrical Goods,171.6
2024 March,Pharmacy & Cosmetics,133.8
2024 March,Clothing & Footwear,130.9
2024 March,Electrical Goods,136.2
2024 March,Food Stores,127.2
2024 March,Bars,98.9
2024 March,Hardware & DIY,155.4
2024 March,Automotive Fuel,130.7
2024 March,Department Stores,83.0
2024 March,Food Stores,144.5
2024 March,Motor Trades,166.6
2024 March,Clothing & Footwear,127.1
2024 March,Pharmacy & Cosmetics,135.2
2024 March,Clothing & Footwear,152.1
2024 March,Furniture & Lighting,151.2
2024 March,Motor Trades,153.0
2024 March,Hardware & DIY,142.8
2024 March,Furniture & Lighting,131.6
2024 March,Motor Trades,182.9
2024 March,Food Stores,141.7
2024 March,Department Stores,73.7
2024 March,Automotive Fuel,131.5
2024 March,Hardware & DIY,143.2
2024 March,Bars,80.2
2024 March,Electrical Goods,108.2
2024 March,Clothing & Footwear,111.3
2024 March,Pharmacy & Cosmetics,118.0
2024 March,Bars,77.2
2024 April,Food Stores,152.4
2024 April,Electrical Goods,94.0
2024 April,Electrical Goods,142.9
2024 April,Bars,65.9
2024 April,Furniture & Lighting,181.5
2024 April,Hardware & DIY,147.3
2024 April,Automotive Fuel,100.3
2024 April,Department Stores,72.0
2024 April,Motor Trades,251.3
2024 April,Food Stores,129.5
2024 April,Bars,79.7
2024 April,Pharmacy & Cosmetics,134.3
2024 April,Furniture & Lighting,131.3
2024 April,Hardware & DIY,157.5
2024 April,Pharmacy & Cosmetics,118.5
2024 April,Automotive Fuel,133.8
2024 April,Department Stores,62.0
2024 April,Motor Trades,181.7
2024 April,Clothing & Footwear,154.5
2024 April,Clothing & Footwear,183.4
2024 April,Motor Trades,169.8
2024 April,Clothing & Footwear,164.3
2024 April,Pharmacy & Cosmetics,146.5
2024 April,Pharmacy & Cosmetics,133.3
2024 April,Clothing & Footwear,139.6
2024 April,Electrical Goods,137.4
2024 April,Automotive Fuel,130.1
2024 April,Hardware & DIY,149.6
2024 April,Furniture & Lighting,154.6
2024 April,Bars,91.8
2024 April,Electrical Goods,221.6
2024 April,Bars,72.3
2024 April,Furniture & Lighting,189.5
2024 April,Hardware & DIY,151.6
2024 April,Automotive Fuel,97.2
2024 April,Department Stores,94.7
2024 April,Food Stores,128.2
2024 April,Motor Trades,139.1
2024 April,Department Stores,79.5
2024 April,Food Stores,144.6
2024 May,Motor Trades,155.9
2024 May,Food Stores,146.1
2024 May,Department Stores,66.3
2024 May,Automotive Fuel,137.0
2024 May,Hardware & DIY,208.6
2024 May,Motor Trades,159.5
2024 May,Food Stores,145.8
2024 May,Furniture & Lighting,135.9
2024 May,Furniture & Lighting,95.2
2024 May,Automotive Fuel,133.2
2024 May,Hardware & DIY,151.4
2024 May,Furniture & Lighting,150.0
2024 May,Bars,106.9
2024 May,Electrical Goods,140.4
2024 May,Clothing & Footwear,130.7
2024 May,Pharmacy & Cosmetics,137.1
2024 May,Department Stores,81.7
2024 May,Bars,99.8
2024 May,Automotive Fuel,99.7
2024 May,Clothing & Footwear,127.7
2024 May,Hardware & DIY,180.4
2024 May,Electrical Goods,166.7
2024 May,Department Stores,78.4
2024 May,Food Stores,128.4
2024 May,Motor Trades,128.5
2024 May,Clothing & Footwear,145.1
2024 May,Pharmacy & Cosmetics,142.9
2024 May,Electrical Goods,219.0
2024 May,Bars,82.4
2024 May,Furniture & Lighting,185.4
2024 May,Hardware & DIY,148.6
2024 May,Automotive Fuel,99.2
2024 May,Electrical Goods,114.6
2024 May,Department Stores,97.5
2024 May,Motor Trades,133.7
2024 May,Clothing & Footwear,152.6
2024 May,Pharmacy & Cosmetics,152.8
2024 May,Bars,77.7
2024 May,Pharmacy & Cosmetics,126.8
2024 May,Food Stores,129.1
2024 June,Motor Trades,133.7
2024 June,Food Stores,128.0
2024 June,Department Stores,96.5
2024 June,Automotive Fuel,98.7
2024 June,Hardware & DIY,156.5
2024 June,Bars,79.6
2024 June,Electrical Goods,223.3
2024 June,Furniture & Lighting,186.2
2024 June,Pharmacy & Cosmetics,156.6
2024 June,Clothing & Footwear,117.9
2024 June,Motor Trades,119.3
2024 June,Food Stores,138.5
2024 June,Department Stores,86.5
2024 June,Automotive Fuel,134.0
2024 June,Hardware & DIY,199.7
2024 June,Furniture & Lighting,155.3
2024 June,Bars,104.5
2024 June,Electrical Goods,100.2
2024 June,Clothing & Footwear,107.6
2024 June,Pharmacy & Cosmetics,142.3
2024 June,Motor Trades,98.8
2024 June,Food Stores,123.3
2024 June,Department Stores,100.9
2024 June,Pharmacy & Cosmetics,137.0
2024 June,Automotive Fuel,97.1
2024 June,Furniture & Lighting,186.9
2024 June,Bars,82.3
2024 June,Electrical Goods,150.2
2024 June,Clothing & Footwear,124.0
2024 June,Clothing & Footwear,137.8
2024 June,Motor Trades,159.6
2024 June,Food Stores,144.2
2024 June,Department Stores,80.9
2024 June,Automotive Fuel,129.3
2024 June,Hardware & DIY,159.7
2024 June,Furniture & Lighting,148.5
2024 June,Bars,101.8
2024 June,Electrical Goods,137.8
2024 June,Hardware & DIY,195.5
2024 June,Pharmacy & Cosmetics,150.8
